data_analise,nome_teste,parceiro,periodo,variantes,resultado,decisao,variante_escalar,confianca,alertas
2026-06-11,Teste Cashback — Parceiro B,Parceiro B,2011-05-01 a 2011-06-30,"Grupo 1, Grupo 2, Grupo 3",Teste de cashback com 3 variantes durante 61 dias. Cashback efetivo varia de 4.0% a 9.0% do GMV. Receita líquida de Grupo 1: R$ 286.570 vs. Grupo 2: R$ 143.157.,"Escalar **Grupo 1** para 100% do tráfego. Receita líquida total: R$ 286,570 (7.00% do GMV). Cashback efetivo: 4.00% do GMV.",Grupo 1,média — possível desbalanceamento de tráfego nos dados,Possível desbalanceamento de tráfego (SRM): média diária de compradores varia 159% entre a variante com mais e com menos tráfego. Interpretar lifts de volume com cautela. | Outliers de volume em Grupo 1: 2 dia(s) (pico em 2011-05-15 com 396 compradores). | Outliers de volume em Grupo 2: 2 dia(s) (pico em 2011-05-15 com 289 compradores). | Outliers de volume em Grupo 3: 2 dia(s) (pico em 2011-05-22 com 245 compradores).
